candidate_id,smiles,provenance,canonical_smiles,contract_valid,rejection_reasons,ad_max_morgan_tanimoto,ad_status
enum-000020,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(CF)c2,deterministic-enumeration,Cc1cc(CF)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.666667,in_domain
enum-000021,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(CCl)c2,deterministic-enumeration,Cc1cc(CCl)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.666667,in_domain
enum-000022,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(CBr)c2,deterministic-enumeration,Cc1cc(CBr)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.666667,in_domain
enum-000023,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(COC)c2,deterministic-enumeration,COCc1cc(C)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.636364,in_domain
enum-000024,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(CCO)c2,deterministic-enumeration,Cc1cc(CCO)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.666667,in_domain
enum-000025,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(C(C)C)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)C)c1,true,,0.636364,in_domain
enum-000026,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(C(C)(C)C)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)(C)C)c1,true,,0.636364,in_domain
enum-000027,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(C1CCCC1)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C2CCCC2)c1,true,,0.583333,in_domain
enum-000028,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(c1ccncc1)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccncc2)c1,true,,0.595745,in_domain
enum-000029,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(c1ccoc1)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccoc2)c1,true,,0.571429,in_domain
enum-000030,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(c1ccsc1)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccsc2)c1,true,,0.571429,in_domain
enum-000031,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(C(=O)N)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(N)=O)c1,true,,0.595745,in_domain
enum-000032,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(C(C)O)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)O)c1,true,,0.608696,in_domain
enum-000033,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(C(C)F)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)F)c1,true,,0.608696,in_domain
enum-000034,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(C(C)Cl)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)Cl)c1,true,,0.608696,in_domain
enum-000035,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(C(C)Br)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)Br)c1,true,,0.608696,in_domain
enum-000036,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(C(C)C#N)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)C#N)c1,true,,0.571429,in_domain
enum-000037,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(C)cc(C1CCOCC1)c2,deterministic-enumeration,Cc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C2CCOCC2)c1,true,,0.549020,in_domain
enum-000038,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C)c2,deterministic-enumeration,CCc1cc(C)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,false,duplicate_canonical,0.682927,in_domain
enum-000039,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(CC)c2,deterministic-enumeration,CCc1cc(CC)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.717949,in_domain
enum-000040,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(CCC)c2,deterministic-enumeration,CCCc1cc(CC)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.666667,in_domain
enum-000041,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(CO)c2,deterministic-enumeration,CCc1cc(CO)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.636364,in_domain
enum-000042,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(OC)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(OC)c1,true,,0.608696,in_domain
enum-000043,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(F)c2,deterministic-enumeration,CCc1cc(F)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.636364,in_domain
enum-000044,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(Cl)c2,deterministic-enumeration,CCc1cc(Cl)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.651163,in_domain
enum-000045,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(Br)c2,deterministic-enumeration,CCc1cc(Br)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.636364,in_domain
enum-000046,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C(F)(F)F)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(F)(F)F)c1,true,,0.595745,in_domain
enum-000047,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C#N)c2,deterministic-enumeration,CCc1cc(C#N)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.595745,in_domain
enum-000048,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C(=O)C)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)=O)c1,true,,0.583333,in_domain
enum-000049,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C(=O)OC)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(=O)OC)c1,true,,0.560000,in_domain
enum-000050,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(c1ccccc1)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccccc2)c1,true,,0.704545,in_domain
enum-000051,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(c1ccc(F)cc1)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccc(F)cc2)c1,true,,0.571429,in_domain
enum-000052,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(c1ccc(Cl)cc1)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccc(Cl)cc2)c1,true,,0.571429,in_domain
enum-000053,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(c1ccccc1C)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccccc2C)c1,true,,0.625000,in_domain
enum-000054,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C1CCCCC1)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C2CCCCC2)c1,true,,0.549020,in_domain
enum-000055,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C1CC1)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C2CC2)c1,true,,0.583333,in_domain
enum-000056,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C=C)c2,deterministic-enumeration,C=Cc1cc(CC)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.595745,in_domain
enum-000057,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C#C)c2,deterministic-enumeration,C#Cc1cc(CC)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.595745,in_domain
enum-000058,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(CF)c2,deterministic-enumeration,CCc1cc(CF)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.636364,in_domain
enum-000059,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(CCl)c2,deterministic-enumeration,CCc1cc(CCl)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.636364,in_domain
enum-000060,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(CBr)c2,deterministic-enumeration,CCc1cc(CBr)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.636364,in_domain
enum-000061,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(COC)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(COC)c1,true,,0.608696,in_domain
enum-000062,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(CCO)c2,deterministic-enumeration,CCc1cc(CCO)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.636364,in_domain
enum-000063,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C(C)C)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)C)c1,true,,0.608696,in_domain
enum-000064,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C(C)(C)C)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)(C)C)c1,true,,0.608696,in_domain
enum-000065,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C1CCCC1)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C2CCCC2)c1,true,,0.560000,in_domain
enum-000066,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(c1ccncc1)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccncc2)c1,true,,0.571429,in_domain
enum-000067,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(c1ccoc1)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccoc2)c1,true,,0.549020,in_domain
enum-000068,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(c1ccsc1)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccsc2)c1,true,,0.549020,in_domain
enum-000069,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C(=O)N)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(N)=O)c1,true,,0.571429,in_domain
enum-000070,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C(C)O)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)O)c1,true,,0.583333,in_domain
enum-000071,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C(C)F)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)F)c1,true,,0.583333,in_domain
enum-000072,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C(C)Cl)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)Cl)c1,true,,0.583333,in_domain
enum-000073,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C(C)Br)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)Br)c1,true,,0.583333,in_domain
enum-000074,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C(C)C#N)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)C#N)c1,true,,0.549020,in_domain
enum-000075,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CC)cc(C1CCOCC1)c2,deterministic-enumeration,CCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C2CCOCC2)c1,true,,0.528302,in_domain
enum-000076,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C)c2,deterministic-enumeration,CCCc1cc(C)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,false,duplicate_canonical,0.682927,in_domain
enum-000077,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(CC)c2,deterministic-enumeration,CCCc1cc(CC)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,false,duplicate_canonical,0.666667,in_domain
enum-000078,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(CCC)c2,deterministic-enumeration,CCCc1cc(CCC)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.717949,in_domain
enum-000079,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(CO)c2,deterministic-enumeration,CCCc1cc(CO)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.636364,in_domain
enum-000080,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(OC)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(OC)c1,true,,0.608696,in_domain
enum-000081,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(F)c2,deterministic-enumeration,CCCc1cc(F)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.636364,in_domain
enum-000082,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(Cl)c2,deterministic-enumeration,CCCc1cc(Cl)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.651163,in_domain
enum-000083,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(Br)c2,deterministic-enumeration,CCCc1cc(Br)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.636364,in_domain
enum-000084,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C(F)(F)F)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(F)(F)F)c1,true,,0.595745,in_domain
enum-000085,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C#N)c2,deterministic-enumeration,CCCc1cc(C#N)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.595745,in_domain
enum-000086,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C(=O)C)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)=O)c1,true,,0.583333,in_domain
enum-000087,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C(=O)OC)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(=O)OC)c1,true,,0.549020,in_domain
enum-000088,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(c1ccccc1)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccccc2)c1,true,,0.704545,in_domain
enum-000089,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(c1ccc(F)cc1)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccc(F)cc2)c1,true,,0.571429,in_domain
enum-000090,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(c1ccc(Cl)cc1)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccc(Cl)cc2)c1,true,,0.571429,in_domain
enum-000091,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(c1ccccc1C)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccccc2C)c1,true,,0.625000,in_domain
enum-000092,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C1CCCCC1)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C2CCCCC2)c1,true,,0.549020,in_domain
enum-000093,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C1CC1)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C2CC2)c1,true,,0.583333,in_domain
enum-000094,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C=C)c2,deterministic-enumeration,C=Cc1cc(CCC)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.595745,in_domain
enum-000095,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C#C)c2,deterministic-enumeration,C#Cc1cc(CCC)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.595745,in_domain
enum-000096,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(CF)c2,deterministic-enumeration,CCCc1cc(CF)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.636364,in_domain
enum-000097,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(CCl)c2,deterministic-enumeration,CCCc1cc(CCl)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.636364,in_domain
enum-000098,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(CBr)c2,deterministic-enumeration,CCCc1cc(CBr)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.636364,in_domain
enum-000099,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(COC)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(COC)c1,true,,0.608696,in_domain
enum-000100,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(CCO)c2,deterministic-enumeration,CCCc1cc(CCO)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,true,,0.636364,in_domain
enum-000101,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C(C)C)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)C)c1,true,,0.608696,in_domain
enum-000102,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C(C)(C)C)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)(C)C)c1,true,,0.608696,in_domain
enum-000103,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C1CCCC1)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C2CCCC2)c1,true,,0.560000,in_domain
enum-000104,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(c1ccncc1)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccncc2)c1,true,,0.571429,in_domain
enum-000105,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(c1ccoc1)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccoc2)c1,true,,0.549020,in_domain
enum-000106,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(c1ccsc1)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(-c2ccsc2)c1,true,,0.549020,in_domain
enum-000107,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C(=O)N)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(N)=O)c1,true,,0.571429,in_domain
enum-000108,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C(C)O)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)O)c1,true,,0.583333,in_domain
enum-000109,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C(C)F)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)F)c1,true,,0.583333,in_domain
enum-000110,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C(C)Cl)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)Cl)c1,true,,0.583333,in_domain
enum-000111,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C(C)Br)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)Br)c1,true,,0.583333,in_domain
enum-000112,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C(C)C#N)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C(C)C#N)c1,true,,0.549020,in_domain
enum-000113,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CCC)cc(C1CCOCC1)c2,deterministic-enumeration,CCCc1cc(CCc2ccc(C)cc2N=[N+]=[N-])cc(C2CCOCC2)c1,true,,0.528302,in_domain
enum-000114,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CO)cc(C)c2,deterministic-enumeration,Cc1cc(CO)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,false,duplicate_canonical,0.666667,in_domain
enum-000115,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CO)cc(CC)c2,deterministic-enumeration,CCc1cc(CO)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,false,duplicate_canonical,0.636364,in_domain
enum-000116,[N-]=[N+]=Nc1cc(C)ccc1CCc2cc(CO)cc(CCC)c2,deterministic-enumeration,CCCc1cc(CO)cc(CCc2ccc(C)cc2N=[N+]=[N-])c1,false,duplicate_canonical,0.636364,in_domain
